Alabama,6.61666666666667
Alaska,5.1
Arizona,5.30833333333333
Arkansas,6.86
California,5.11900826446281
Colorado,4.79285714285714
Connecticut,5.9875
Delaware,6.4
Florida,6.04848484848485
Georgia,6.16363636363636
Hawaii,4
Idaho,5.33333333333333
Illinois,5.67777777777778
Indiana,6.55454545454546
Iowa,5.53333333333333
Kansas,5.58333333333333
Kentucky,6.85
Louisiana,6.81666666666667
Maine,5.5
Maryland,6.6
Massachusetts,5.99230769230769
Michigan,6.16875
Minnesota,4.8
Mississippi,6.85
Missouri,6.05
Montana,5.3
Nebraska,5.25
Nevada,5.78
New Hampshire,5.55
New Jersey,6.84444444444445
New Mexico,5.175
New York,6.07777777777778
North Carolina,6.03571428571429
North Dakota,5.1
Ohio,7.37777777777778
Oklahoma,6.25
Oregon,5.2625
Pennsylvania,6.88571428571429
Rhode Island,5.9
South Carolina,5.68
South Dakota,5.9
Tennessee,6.7
Texas,5.92978723404255
Utah,5.17777777777778
Vermont,5.5
Virginia,5.56363636363636
Washington,5.42857142857143
West Virginia,7.2
Wisconsin,5.72857142857143
Wyoming,5.7
