Alabama,65.2233333333333
Alaska,64.0458333333333
Arizona,63.8
Arkansas,66.5625
California,62.08
Colorado,64.82
Connecticut,57.0619047619048
Delaware,58.285
Florida,66.3545454545455
Georgia,61.43
Hawaii,49.57
Idaho,67.3458333333333
Illinois,57.7791666666667
Indiana,64.5375
Iowa,62.7708333333333
Kansas,65.575
Kentucky,66.55
Louisiana,61.87
Maine,65.77
Maryland,54.2733333333333
Massachusetts,59.8739130434783
Michigan,60.1633333333333
Minnesota,60.6208333333333
Mississippi,67.036
Missouri,64.5666666666667
Montana,68.12
Nebraska,60.035
Nevada,59.845
New Hampshire,62.245
New Jersey,51.8862068965517
New Mexico,62.936
New York,59.8033333333333
North Carolina,63.01875
North Dakota,56.6833333333333
Ohio,58.884
Oklahoma,69.4571428571428
Oregon,68.5916666666667
Pennsylvania,59.8916666666667
Rhode Island,62.035
South Carolina,63.11
South Dakota,66.0130434782609
Tennessee,64.4772727272727
Texas,60.54
Utah,64.045
Vermont,61.6
Virginia,56.804
Washington,67.425
West Virginia,67.05
Wisconsin,60.625
Wyoming,63.19
