Alabama,5.03666666666667
Alaska,7.46176470588235
Arizona,5.68387096774193
Arkansas,5.33846153846154
California,5.68695652173913
Colorado,6.35151515151515
Connecticut,6.19666666666667
Delaware,6.17857142857143
Florida,6.31842105263158
Georgia,5.378125
Hawaii,8.0952380952381
Idaho,5.76538461538462
Illinois,6.46875
Indiana,5.7
Iowa,6.588
Kansas,4.82432432432433
Kentucky,5.93333333333333
Louisiana,6.715625
Maine,8.076
Maryland,5.31764705882353
Massachusetts,6.67692307692308
Michigan,6.35135135135135
Minnesota,6.4
Mississippi,4.54
Missouri,6.56923076923077
Montana,7.78333333333333
Nebraska,6.59142857142857
Nevada,6.56451612903226
New Hampshire,7.21538461538462
New Jersey,4.56216216216216
New Mexico,5.35714285714286
New York,5.13611111111111
North Carolina,5.13030303030303
North Dakota,7.192
Ohio,6.30322580645161
Oklahoma,4.74375
Oregon,7.596875
Pennsylvania,6.13939393939394
Rhode Island,6.316
South Carolina,6.13
South Dakota,5.31071428571429
Tennessee,4.425
Texas,6.17837837837838
Utah,3.84666666666667
Vermont,8.704
Virginia,5.61818181818182
Washington,6.30277777777778
West Virginia,3.692
Wisconsin,8.7
Wyoming,6.23461538461538
